feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,target
efficiency,2011-11-22,1994-07-15,45.05418319749997,holiday,-3,283,model,-949,42.26589991574107,1987-06-10,5.861769342354384,0
facility,2008-06-28,1986-05-09,29.521147996572175,guide,-1,338,model,6159,3.3407678013432904,2008-03-15,21.457625099286883,0
wind,2008-06-21,2016-07-11,30.95063962316059,package,27,5,accessory,-49130,26.218135760211254,1981-09-07,48.747349496174145,1
generation,2018-09-13,1986-11-28,21.078638638906515,vacation,2,166,collection,23136,15.155168061841302,1991-05-20,19.024554586012304,0
electricity,1983-09-08,1994-12-15,17.12669506889721,booking,12,-8,design,-36781,23.842628977195083,2002-02-11,46.8648710611098,1
grid,1995-01-20,1995-01-07,19.797052327662094,vacation,11,83,week,47741,10.3457411197767,1999-08-28,5.949813366089895,0
generation,2008-04-02,2012-12-11,2.466976715488003,trip,21,132,clothing,33698,12.182712208920432,2022-02-18,52.695828024544824,1
solar,2001-09-21,1992-07-08,8.636303883995165,trip,22,-57,brand,-102,27.926939174768886,1995-10-10,66.22660956452415,1
renewable,1998-03-14,1982-02-13,37.72397613622009,guide,3,120,trend,16635,18.612912730097374,2003-06-28,46.27765104924552,1
facility,1998-08-17,2021-06-05,4.845855047200146,ticket,2,308,brand,-9915,35.5331218585364,1991-09-09,56.876157790687486,1
solar,2004-06-04,2003-12-02,31.517954027076325,agency,29,479,collection,424,19.142512007456364,2006-08-24,61.99329442340127,1
solar,2009-06-20,2012-04-28,32.30679840865524,explore,0,31,trend,39773,38.67769888275503,1989-07-17,64.41405082978616,1
industry,2000-03-08,2002-05-14,34.1132010684294,destination,10,303,apparel,13427,26.384453744947844,1980-06-28,49.30990960547781,1
electricity,2016-05-02,2003-05-03,37.58590517825868,accommodation,22,286,collection,34746,15.88685038414712,2002-12-19,60.25926513033643,1
facility,1995-03-07,1984-09-18,8.891925047792494,industry,22,429,collection,-12950,35.80773370014441,2018-02-10,41.92207386676913,1
power,2006-08-16,2017-08-08,40.70887594774759,tourism,24,83,trend,-27623,49.81338913492962,1994-12-05,43.63791106823848,1
facility,2013-08-23,2006-07-19,48.02500220934907,journey,12,360,style,37924,12.582888494949495,1993-02-03,50.403670488209855,1
power,2017-01-26,1982-01-09,34.99566963365016,tourist,-3,160,show,35180,21.957368447349864,2010-11-20,11.354086975503742,0
oil,2020-09-23,2004-06-06,37.91711697135537,agency,-3,330,design,24853,41.09436024131684,1985-05-18,8.8357034717021,0
facility,2021-05-27,2008-01-19,41.44209299709174,vacation,6,-12,week,-21837,28.509496257606784,2015-05-07,18.442358358693223,0
nuclear,2010-09-24,2015-07-19,3.854011330876195,adventure,-10,157,design,2949,14.921917232689385,1998-06-16,42.5841222734549,0
industry,1985-06-24,2001-04-07,27.29936978767606,destination,7,154,design,-15582,24.977527147412296,2013-08-02,36.553909201101646,0
production,1998-07-04,1996-11-04,16.068604391210425,package,29,88,design,40738,13.771587534193785,2021-11-18,43.2270793963739,1
fuel,1990-08-18,2022-06-10,15.675048628367513,destination,18,354,show,27944,20.727690688443,1980-06-05,54.76235506996458,1
renewable,2013-05-09,2003-03-16,5.0126833178094365,travel,8,149,design,23550,49.922517002557434,2016-05-05,7.890467959732861,0
grid,1986-11-15,2011-05-14,4.804576583593505,package,-8,300,runway,44503,28.623204329652232,1995-12-01,32.99143370238836,0
nuclear,1989-02-01,1986-12-06,40.39958566475901,industry,13,113,fashion,41214,33.82788306001635,1993-12-06,62.1183560044187,1
facility,2014-12-02,1981-08-17,19.25573728130595,guide,11,100,couture,-48651,30.023075564057088,2015-07-16,43.554875034378576,1
resource,1983-05-09,2018-06-24,1.7082102609456724,travel,-4,425,collection,-7189,3.9983929108832856,1990-07-19,21.502517169967703,0
energy,2004-12-18,1994-06-04,9.09996537942343,journey,9,241,week,-42825,25.306466239492497,1980-11-14,27.63507793832394,0
production,2002-04-26,2020-06-18,45.728972305652555,experience,28,297,couture,40066,19.755093603231465,2013-07-12,54.40688543481733,1
oil,2008-05-05,1989-07-21,40.93761315482015,vacation,23,-31,show,-14570,7.973042281920965,2009-11-14,47.129899262460626,1
grid,1981-10-24,2017-07-04,14.555028675369151,journey,23,339,couture,-14945,32.53401260763675,2017-11-14,44.02813802939443,1
generation,1996-06-15,2021-04-18,12.364096422015118,trip,-3,241,show,-25673,42.2752162490964,1994-11-19,35.9244431184726,0
energy,2006-07-11,1997-07-21,35.55074319940235,destination,16,280,accessory,-4387,38.75269245310273,1987-09-09,52.857114524718185,1
industry,2009-03-11,1995-10-06,3.910060750491123,trip,-4,470,week,11294,49.98957633771232,1987-06-18,20.148741895680455,0
oil,2022-01-21,2003-11-21,48.863556347992194,experience,1,-82,runway,28074,14.156868893755268,1996-08-20,61.274129088116425,1
energy,2015-08-08,2007-01-20,46.796139243557136,industry,5,157,model,23746,1.7357326672308653,2007-05-28,32.03644280899191,0
electricity,1987-05-08,1997-07-07,39.628806928471136,booking,9,487,clothing,45710,2.9923383678952975,2017-07-21,43.433394260367244,1
facility,2008-08-25,1983-05-14,1.3439386314615611,ticket,-10,109,model,15375,26.399148751663624,1997-09-15,24.154886842196312,0
solar,1996-01-18,2013-09-28,46.507280730427986,agency,12,32,runway,-1364,31.581860608486682,2012-01-11,23.441680199326193,0
generation,1982-09-22,2001-12-12,16.58932138615087,adventure,20,67,industry,-7051,21.34808728624826,1982-02-22,60.17216870336686,1
efficiency,1980-05-24,2005-04-27,3.4132028089975086,traveler,6,383,apparel,23422,33.19010301482765,2011-05-12,68.64015802276201,1
efficiency,2019-08-15,2004-08-06,20.739417575587293,destination,-2,250,industry,24877,2.717263675683566,2019-10-05,23.22531828957754,0
energy,1984-04-14,1996-03-16,40.51369977301965,tourist,0,-91,industry,32567,46.27751915531838,1981-06-20,24.168644095217797,0
energy,1994-07-01,1996-07-21,22.828718765095665,journey,-5,147,industry,-17927,28.876288680892426,2007-05-24,40.24751235419581,0
efficiency,1999-01-13,2009-01-25,48.20223335671894,ticket,1,238,collection,-5707,27.315946460518855,2012-10-24,10.18515545949096,0
electricity,1980-03-03,2001-12-14,12.652528964528317,journey,20,246,clothing,32127,19.704138695944458,1993-09-17,47.69052930563039,1
wind,1985-04-09,1982-07-24,11.742183777901467,tourist,13,255,accessory,5046,32.30636964306354,2017-01-16,57.96902531745288,1
fuel,2004-05-22,1988-07-08,14.435201175507661,booking,6,40,model,22879,4.340681840284624,2007-07-07,10.75013385279151,0
oil,2006-09-07,2014-01-26,24.200474335581625,holiday,3,329,week,14968,47.358923118758455,2001-10-08,33.11264267354695,0
electricity,2004-01-22,1995-11-08,34.321104257922165,holiday,6,187,industry,-26944,34.90546546172756,2008-11-01,66.33115550252975,1
coal,1999-07-14,2016-06-17,7.961878681009935,tourist,0,287,model,-29466,17.502329857042263,1987-05-13,35.09738338631343,0
power,2000-08-26,2022-04-16,32.32185704658231,trip,18,-51,industry,-5025,44.05826028460237,2006-06-14,56.286976563024,1
renewable,2007-01-05,2012-05-22,21.476071828600144,guide,25,100,style,-18624,41.49629745671182,2004-04-24,60.4747414467357,1
industry,2016-04-21,2010-07-24,13.674130214397824,trip,-6,53,model,-12455,47.65087272091039,2017-01-24,32.69657167359286,0
solar,2010-05-21,1980-12-27,12.227688384515309,explore,12,470,designer,40958,45.993196571540146,1999-07-27,43.21231565045616,1
fuel,1993-05-06,2011-08-19,45.96221403036229,tourism,12,236,designer,6746,20.85772996973461,1989-01-24,53.246184645367734,1
electricity,1982-10-27,1999-08-06,13.986956566729576,guide,8,0,collection,-49005,29.446905382045593,2014-09-02,10.669954480457559,0
electricity,1994-08-20,1993-01-09,36.04687757473434,tourism,11,495,show,-14167,19.473821664641225,2019-10-02,26.74630682147736,0
renewable,2015-11-25,1987-01-04,42.66820535148028,tourist,8,-22,design,31694,28.990393458764167,2002-07-27,4.2713963612249355,0
gas,2016-01-05,2023-01-13,24.183067040922143,package,21,436,garment,-7580,36.40380491981778,1985-11-28,52.732075440589554,1
resource,1994-05-09,1980-10-24,37.688899949502435,travel,-9,12,week,18560,18.649134338960863,1985-09-24,9.242242965513089,0
oil,1982-04-05,2000-06-02,41.02086714059096,destination,1,172,design,26230,31.738933885577822,1980-04-24,12.743790734045334,0
electricity,1980-09-25,1991-07-19,35.95963603778838,vacation,-7,63,design,-17524,16.558497034986118,2007-09-25,19.891085902361148,0
energy,2011-03-22,2009-03-25,2.5216850372479565,guide,12,467,accessory,-48347,23.94981698198956,1996-07-19,68.2694007013128,1
resource,2015-04-23,2011-06-18,12.40214590073745,destination,5,213,design,-652,40.3785780660289,2010-11-11,4.465028937800016,0
nuclear,1995-02-22,2017-06-07,33.071679685801406,package,1,304,style,34016,13.689279105628469,2008-08-18,44.704085466682955,1
coal,1982-02-01,2021-01-28,17.46890293124996,experience,2,171,clothing,41574,48.36155519724162,2004-10-26,48.99868714270298,1
electricity,1987-09-02,2012-03-16,49.10789986146433,journey,28,263,couture,7012,6.917947021175509,1980-01-24,48.83239311776413,1
gas,2004-04-10,2015-10-26,23.54065417650201,booking,15,435,brand,-43335,42.77548603674951,2016-12-06,57.506263486596055,1
oil,2002-09-27,1998-05-23,49.050030686391416,tourist,10,475,week,46228,12.065507951462438,2008-04-12,32.87996066922841,0
wind,2010-03-18,2006-03-03,12.075983674072404,travel,-5,154,show,-18248,32.806489322988284,2016-06-25,37.56866574252715,0
facility,2009-09-28,2014-01-12,12.533752433712229,industry,-6,303,runway,15099,47.18491357947566,2020-01-17,8.392385667986236,0
nuclear,2003-09-08,2005-10-03,11.773486334140241,trip,6,150,show,-25492,7.182069091692422,2016-11-22,58.98919528141716,1
energy,2006-08-02,2023-05-10,40.46485333364482,booking,13,313,designer,35700,35.25624493684708,2018-12-04,68.89051827294664,1
energy,2011-07-11,2009-06-02,42.571254409954875,experience,16,224,show,20883,6.511980079174324,2003-06-04,52.906865369360375,1
wind,2009-02-23,1982-06-13,14.289466068176536,industry,-2,308,collection,-10347,28.899943650356143,2003-04-16,36.82955898876049,0
grid,2014-03-22,1980-01-27,10.721372170899155,travel,11,448,week,409,16.833330327795316,1998-08-06,17.746822564794144,0
wind,2013-03-12,1981-03-15,2.2414316223627635,explore,-10,383,collection,38394,12.533312945984997,2020-06-25,6.217168628644902,0
facility,1994-01-14,1989-06-09,20.063210063417223,travel,19,432,style,12669,3.2137223192419215,1981-11-04,48.58590332972448,1
electricity,2002-01-03,1991-11-26,2.111424545133222,guide,3,133,collection,-37163,3.0760436082414273,2021-12-06,47.03288482246038,1
energy,2003-05-08,1992-09-04,16.615818702350268,traveler,15,403,couture,-10998,13.376420373800459,2005-09-09,53.37366203908397,1
resource,1991-06-13,1998-09-25,33.56061638033212,tourism,3,145,industry,-8390,9.104461777860145,1981-02-21,39.81421185741172,0
resource,2019-11-01,2014-12-15,2.2410316290396533,travel,24,1,designer,-22103,38.20074207963476,1980-11-18,46.30995700009465,1
generation,2015-11-24,2012-09-15,49.04646035401201,experience,5,-93,design,-11685,7.255101129575395,2005-02-21,41.59995089204806,0
oil,1998-06-12,1982-09-04,6.6906535478132705,adventure,-4,277,week,23733,26.201562056790216,1983-04-20,49.152714102403,0
production,1985-03-06,1980-01-20,23.969768159454382,holiday,0,435,runway,-21506,3.6145344839771765,2013-08-12,17.776384369379272,0
efficiency,1986-10-04,1982-07-08,36.27886624628503,industry,13,341,couture,-16302,11.915489355539302,1995-08-10,63.169520739853084,1
fuel,1999-05-18,2011-08-08,24.31045224896524,vacation,3,144,collection,34095,48.861184155385295,2015-08-21,51.652696867803115,1
coal,2004-02-04,2005-09-03,6.246782974639861,trip,17,435,industry,520,14.462505363781135,1994-12-06,61.82858478610633,1
coal,2007-05-05,1991-08-09,17.719250345964532,package,10,45,apparel,16869,41.272588924156366,1994-07-22,43.07914684231762,1
efficiency,2016-09-24,2004-12-20,37.51148830835322,ticket,6,52,garment,-39776,49.78485743429413,2012-12-04,44.10275968193763,1
solar,1994-06-22,1986-07-27,33.986128466025136,guide,-9,313,industry,15721,36.009239180297044,2002-06-12,48.7895574606026,0
nuclear,2003-12-03,2018-06-01,9.758461672696344,traveler,7,148,week,15736,47.129752409508214,1993-02-22,3.4901434317454707,0
solar,1998-10-09,2006-08-25,39.201939076006454,explore,0,-34,model,18745,1.889946722888404,2014-11-19,47.64771699408241,0
power,2000-10-06,2011-05-01,1.8677077843078065,adventure,-9,-5,collection,-41514,25.006408042342024,2014-07-02,10.09527670761037,0
grid,2014-08-07,1997-08-23,17.877473008558212,agency,23,109,industry,37486,45.04576968657791,1989-06-23,60.8203674013805,1
wind,2021-07-15,2008-10-03,38.01673321668864,travel,-8,43,model,48178,3.879489437285491,1997-03-27,9.387060902240552,0
electricity,2013-06-27,2017-10-08,26.5636869738032,destination,-9,-28,show,-18996,16.992465357299764,2019-02-23,47.31372735067189,0
fuel,2010-08-27,2005-08-27,43.18913331482484,tourism,9,124,show,22256,16.793999601283343,2022-07-08,15.68425223198083,0
electricity,2006-09-02,2011-04-08,21.755636705165244,holiday,8,85,collection,5711,43.49762340944604,1995-06-01,21.360741471401962,0
renewable,1985-02-08,1985-08-03,46.966880678085516,package,13,117,clothing,46390,5.092749644718036,1992-11-04,50.1746384978139,1
facility,2016-08-16,2015-09-22,27.846548518640553,tourist,15,-41,show,33532,29.72634060463412,1985-05-24,66.39941946470266,1
coal,2017-12-20,2014-02-17,6.18412619415208,travel,0,-21,clothing,-28364,37.66931240982274,2010-08-05,49.80257474780369,1
grid,2019-07-22,1986-07-11,4.086780300616784,trip,-6,195,runway,4726,16.509216942190108,1992-05-18,12.218589707078195,0
resource,2021-04-13,2008-07-09,13.712646631185475,tourist,26,-16,trend,-8277,32.1280329229068,1998-10-03,45.570694035075014,1
generation,2018-08-27,2012-11-17,45.40735440335217,travel,6,441,clothing,-33295,8.338937883650903,2004-07-17,40.518044485669876,1
wind,2010-02-27,2014-09-27,20.047031565236335,journey,9,152,clothing,-19526,7.349951053262397,2015-01-23,52.30850203454973,1
oil,2015-09-03,2010-11-14,43.74421227025272,ticket,10,372,model,-25793,19.407719723680668,2021-10-25,43.26946803269795,0
facility,1998-05-06,2003-10-11,29.432380597718673,tourism,-6,-50,runway,-7774,37.829876536732876,1994-03-17,16.40122365545111,0
grid,2008-09-16,2012-01-12,2.3120421856882443,vacation,19,133,designer,21667,27.763026554899927,2017-05-15,59.62599499858776,1
facility,2000-06-24,2008-10-18,16.32319626456691,vacation,6,-17,industry,-38609,33.032731471918815,1989-02-20,32.258725052109476,0
energy,1997-08-13,1989-05-20,39.18381375911854,journey,3,-90,industry,48779,1.243544328822662,1994-01-03,23.25140518084852,0
grid,1987-04-17,2000-02-02,31.43306384591554,accommodation,19,78,show,-36733,22.348110606199008,2001-05-05,44.286773954003145,1
renewable,2004-10-08,1998-09-26,23.116513761048076,tourism,4,80,runway,15885,16.163503450336435,2007-01-19,15.409935207841187,0
industry,1993-02-08,1991-04-27,21.071184541404897,accommodation,20,263,industry,-49027,12.058053212825444,2006-10-05,50.11833934517112,1
power,2019-09-17,2017-01-07,22.701497284579133,tourism,-2,474,week,-23833,18.80659018874773,1982-05-07,19.665025726651784,0
fuel,1980-01-16,1998-02-15,27.42953641086959,guide,10,53,collection,-42326,9.261988809992594,1985-06-12,3.876519435701614,0
generation,1994-02-07,1994-05-15,1.482286663690826,travel,-6,353,industry,-31402,4.608472037923145,2020-04-06,31.638735173531625,0
energy,2019-02-11,2002-03-21,30.847301275338832,traveler,5,33,fashion,21877,6.636230590264023,2017-11-28,48.013941497997756,1
industry,1983-03-26,2023-02-04,19.7189535652157,ticket,-5,400,collection,15582,20.805770821254995,2009-03-25,11.132092320800634,0
fuel,2021-10-27,2003-10-14,34.79157346508578,accommodation,5,272,apparel,25074,47.29452089366106,2004-12-06,60.06998537686552,1
renewable,2008-10-09,2011-01-21,12.791396065876164,booking,3,156,design,-17248,9.304071543427318,2016-07-08,7.129104799893313,0
efficiency,2013-07-25,2004-07-24,35.87757121108962,traveler,12,-95,model,1685,11.19761598932603,1980-05-09,11.682000034175047,0
renewable,2022-06-07,1980-01-13,33.84739167829882,travel,0,174,collection,1983,46.66832003243569,1981-04-11,10.722186781400904,0
wind,2005-08-22,2010-09-04,21.708288344967936,adventure,-1,490,week,-2340,13.618786368210593,2015-03-09,41.31919090709536,0
resource,2015-08-13,2004-02-21,15.976048848734166,agency,10,251,clothing,48921,27.045618953401124,1987-07-20,60.46104162040586,1
facility,2015-07-04,2007-04-13,41.19514280900124,travel,0,305,show,3721,6.133069183426372,1986-06-06,23.137882114465768,0
oil,1986-07-23,1995-11-25,31.268724030134617,travel,5,174,design,-5449,18.989322675087188,1981-10-20,33.41852952090448,0
consumption,2008-03-10,2017-07-15,49.81173197243274,agency,7,-53,design,35385,40.47992106962674,1993-09-25,61.32373010320542,1
fuel,1986-08-22,2003-08-28,6.902573252014561,explore,23,192,accessory,-12895,49.18612596927213,1992-06-01,60.61792909777826,1
grid,1984-06-15,1993-06-13,37.22296738352716,booking,-5,163,model,19356,19.221870275988227,2021-09-13,20.474482067579533,0
grid,1997-12-08,2016-05-23,3.2984341688380074,destination,2,144,industry,-10275,34.209869173234914,2006-08-28,44.67598759326049,1
oil,1995-10-12,1991-03-08,16.844326041038663,destination,25,-23,clothing,13256,3.521569704671967,1983-08-27,51.62557258312056,1
generation,1983-11-05,2023-04-14,7.40191183072159,destination,2,-26,show,-18328,3.7918296167052343,1987-11-03,16.729210175643715,0
electricity,2022-06-21,1993-03-12,28.50302808695863,accommodation,-1,470,industry,-35563,18.528707670754486,2021-02-02,5.096490904444205,0
consumption,1982-10-02,2002-12-20,32.28049738569764,booking,2,450,runway,33966,7.557568580052934,2013-05-08,42.493923418716825,1
nuclear,1984-06-09,1998-11-06,43.82698194203823,industry,11,416,design,-3245,31.036610544239718,2011-08-10,58.741872720544656,1
gas,1994-01-11,1991-06-18,27.501824478787853,traveler,9,352,fashion,43487,31.763237847727428,2012-04-18,54.59517611302787,1
facility,2010-07-12,1995-07-08,3.3190646276898614,destination,-8,173,model,-31897,14.913338484956316,1988-01-09,8.855790608499909,0
